movieid,title,year,lenght,genres,rate,poster,plot
tt0053168,Pickpocket ,0,,Crime|Drama,,,
tt0054144,When a Woman Ascends the Stairs ,Onna ga kaidan wo agaru toki ,,Drama,,,
tt0055233,Human Condition III, The ,Ningen no joken III ,,Drama|War,,,
tt0055728,Advise and Consent ,0,,Drama,,,
tt0056058,Harakiri ,Seppuku ,,Drama,,,
tt0056262,Music Man, The ,0,,Children|Comedy|Musical|Romance,,,
tt0056264,Mutiny on the Bounty ,0,,Adventure|Drama|Romance,,,
tt0056905,Carabineers, The ,Carabiniers, Les ,,Comedy|Drama|War,,,
tt0058213,Hush... Hush, Sweet Charlotte ,0,,Horror|Thriller,,,
tt0058430,Onibaba ,0,,Drama|Horror|War,,,
tt0058530,Robinson Crusoe on Mars ,0,,Sci-Fi,,,
tt0058946,Battle of Algiers, The ,La battaglia di Algeri ,,Drama|War,,,
tt0059026,Charlie Brown Christmas, A ,0,,Animation|Children|Comedy,,,
tt0059418,Major Dundee ,0,,Adventure|War|Western,,,
tt0059798,Thousand Clowns, A ,0,,Comedy|Drama|Romance,,,
tt0060107,Andrei Rublev ,Andrey Rublyov ,,Drama|War,,,
tt0060138,Au Hasard Balthazar ,0,,Crime|Drama,,,
tt0060153,Batman ,0,,Action|Adventure|Comedy,,,
tt0060802,Closely Watched Trains ,Ostre sledované vlaky ,,Comedy|Drama|War,,,
tt0061101,Tokyo Drifter ,Tôkyô nagaremono ,,Action|Crime|Drama,,,
tt0061882,Branded to Kill ,Koroshi no rakuin ,,Action|Crime|Drama,,,
tt0062136,Play Time ,a.k.a. Playtime ,,Comedy,,,
tt0062138,Point Blank ,0,,Action|Crime|Drama|Thriller,,,
tt0062374,Titicut Follies ,0,,Documentary|Drama,,,
tt0062687,Asterix and Cleopatra ,Astérix et Cléopâtre ,,Action|Adventure|Animation|Children|Comedy,,,
tt0062759,Diamond Arm, The ,Brilliantovaya ruka ,,Action|Adventure|Comedy|Crime|Thriller,,,
tt0063665,Sympathy for the Devil ,0,,Documentary|Musical,,,
tt0063829,Yours, Mine and Ours ,0,,Children|Comedy,,,
tt0065772,Claire's Knee ,Genou de Claire, Le ,,Comedy|Romance,,,
tt0066214,Performance ,0,,Crime|Drama|Thriller,,,
tt0066565,White Sun of the Desert, The ,Beloe solntse pustyni ,,Action|Adventure|Comedy|Drama|Romance|War,,,
tt0066601,Zabriskie Point ,0,,Drama|Romance,,,
tt0067023,Duel ,0,,Action|Mystery|Thriller,,,
tt0067355,They Call Me Trinity ,0,,Comedy|Western,,,
tt0067866,Topo, El ,0,,Fantasy|Western,,,
tt0068503,Dr. Phibes Rises Again ,0,,Adventure|Comedy|Horror|Romance,,,
tt0069865,Charley Varrick ,1973,,Crime|Drama|Thriller,,,
tt0069945,Dark Star ,1974,,Comedy|Sci-Fi|Thriller,,,
tt0070698,Sisters ,1973,,Horror|Thriller,,,
tt0070842,Turkish Delight ,Turks fruit ,,Drama|Romance,,,
tt0071269,California Split ,1974,,Comedy|Drama,,,
tt0071464,Emmanuelle ,1974,,Drama|Romance,,,
tt0071571,Gone in 60 Seconds ,1974,,Action|Crime|Drama,,,
tt0071615,Holy Mountain, The ,Montaña sagrada, La ,,Drama,,,
tt0072901,Twelve Tasks of Asterix, The ,Les douze travaux d'Astérix ,,Action|Adventure|Animation|Children|Comedy|Fantasy,,,
tt0073018,French Connection II ,1975,,Action|Crime|Drama|Thriller,,,
tt0073179,Irony of Fate, or Enjoy Your Bath! ,Ironiya sudby, ili S legkim parom! ,,Comedy|Drama|Romance,,,
tt0073580,Passenger, The ,Professione: reporter ,,Drama,,,
tt0073820,Trilogy of Terror ,1975,,Horror|Thriller,,,
tt0074084,1900,Novecento ,,Drama|War,,,
tt0074559,Futureworld ,1976,,Sci-Fi|Thriller,,,
tt0074605,Harlan County U.S.A. ,1976,,Documentary,,,
tt0075223,Silver Streak ,1976,,Action|Comedy|Crime,,,
tt0076141,High Anxiety ,1977,,Comedy|Thriller,,,
tt0076451,New York, New York ,1977,,Drama|Musical|Romance,,,
tt0076843,Turning Point, The ,1977,,Drama|Romance,,,
tt0077559,Five Deadly Venoms ,1978,,Action,,,
tt0077655,Last Hurrah for Chivalry ,Hao xia ,,Action|Drama,,,
tt0078062,Clonus Horror, The ,1979,,Horror|Sci-Fi,,,
tt0078252,Snake in the Eagle's Shadow ,Se ying diu sau ,,Action|Comedy,,,
tt0079261,Hair ,1979,,Comedy|Drama|Musical,,,
tt0079489,Love at First Bite ,1979,,Comedy|Horror|Romance,,,
tt0081874,Hitch Hikers Guide to the Galaxy, The ,1981,,Adventure|Comedy|Sci-Fi,,,
tt0083480,Smiley's People ,1982,,Drama|Mystery,,,
tt0085255,Blue Thunder ,1983,,Action|Crime|Drama,,,
tt0085404,Day After, The ,1983,,Drama|Sci-Fi,,,
tt0085474,Eddie Murphy Delirious ,1983,,Comedy|Documentary,,,
tt0085482,Norte, El ,1984,,Adventure|Drama,,,
tt0086491,Twilight Zone: The Movie ,1983,,Fantasy|Horror|Sci-Fi|Thriller,,,
tt0086994,Boy Meets Girl ,1984,,Drama,,,
tt0087065,Cloak & Dagger ,1984,,Action|Adventure|Children|Crime|Mystery|Thriller,,,
tt0087225,Ewok Adventure, The ,a.k.a. Caravan of Courage: An Ewok Adventure ,,Adventure|Children|Fantasy|Sci-Fi,,,
tt0088117,Silent Night, Deadly Night ,1984,,Horror|Thriller,,,
tt0088275,Times of Harvey Milk, The ,1984,,Documentary,,,
tt0088461,What Have I Done to Deserve This? ,¿Qué he hecho yo para merecer esto!! ,,Comedy|Drama,,,
tt0088727,Anne of Green Gables ,1985,,Children|Drama,,,
tt0089006,Death of a Salesman ,1985,,Drama,,,
tt0089110,Ewoks: The Battle for Endor ,1985,,Adventure|Children|Fantasy|Sci-Fi,,,
tt0089374,Police Story ,Ging chaat goo si ,,Action|Comedy|Crime|Thriller,,,
tt0089869,Quiet Earth, The ,1985,,Drama|Mystery|Sci-Fi,,,
tt0090056,Spies Like Us ,1985,,Comedy,,,
tt0090319,White Nights ,1985,,Drama,,,
tt0090557,'Round Midnight ,1986,,Drama|Musical,,,
tt0090856,Club Paradise ,1986,,Comedy,,,
tt0091670,Sacrifice, The ,Offret - Sacraficatio ,,Drama,,,
tt0092263,Better Tomorrow, A ,Ying hung boon sik ,,Crime|Drama|Thriller,,,
tt0092337,Decalogue, The ,Dekalog ,,Crime|Drama|Romance,,,
tt0093066,G.I. Joe: The Movie ,1987,,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,,,
tt0093171,Hell Comes to Frogtown ,1988,,Action|Comedy|Sci-Fi,,,
tt0093412,Law of Desire ,Ley del deseo, La ,,Comedy|Drama|Romance,,,
tt0093777,Prince of Darkness ,1987,,Fantasy|Horror|Sci-Fi|Thriller,,,
tt0093978,Chinese Ghost Story, A ,Sinnui yauwan ,,Action|Fantasy|Horror|Romance,,,
tt0094357,Better Tomorrow II, A ,Ying hung boon sik II ,,Crime|Drama|Thriller,,,
tt0094791,Bourne Identity, The ,1988,,Action|Adventure|Drama|Mystery|Thriller,,,
tt0095050,Dominick and Eugene ,1988,,Drama,,,
tt0095444,Killer Klowns from Outer Space ,1988,,Comedy|Horror|Sci-Fi,,,
tt0095655,Moonwalker ,1988,,Musical,,,
tt0095715,Alice ,Neco z Alenky ,,Animation|Fantasy|Mystery,,,
tt0096386,Life Is a Long Quiet River ,La vie est un long fleuve tranquille ,,Comedy,,,
tt0096639,Lonesome Dove ,1989,,Adventure|Drama|Western,,,
tt0097814,Kiki's Delivery Service ,Majo no takkyûbin ,,Adventure|Animation|Children|Drama|Fantasy,,,
tt0099018,Almost an Angel ,1990,,Comedy,,,
tt0099329,Cry-Baby ,1990,,Comedy|Musical|Romance,,,
tt0099426,Bullet in the Head ,1990,,Action|Drama|War,,,
tt0099654,Ghost Dad ,1990,,Comedy|Fantasy,,,
tt0099864,It ,1990,,Drama|Fantasy|Horror|Mystery|Thriller,,,
tt0099902,Ju Dou ,1990,,Drama,,,
tt0099951,Krays, The ,1990,,Drama,,,
tt0100029,Lionheart ,1990,,Action,,,
tt0100280,Nuns on the Run ,1990,,Comedy|Crime,,,
tt0100339,Patlabor: The Movie ,Kidô keisatsu patorebâ: The Movie ,,Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller,,,
tt0100685,State of Grace ,1990,,Crime|Drama|Thriller,,,
tt0101254,35 Up ,1991,,Documentary,,,
tt0101258,Days of Being Wild ,A Fei jingjyuhn ,,Drama|Romance,,,
tt0101420,Begotten ,1990,,Drama|Horror,,,
tt0101786,Dutch ,1991,,Comedy,,,
tt0102015,Hearts of Darkness: A Filmmakers Apocalypse ,1991,,Documentary,,,
tt0102164,Johnny Stecchino ,1991,,Comedy,,,
tt0102293,Riki-Oh: The Story of Ricky ,Lik Wong ,,Action|Crime|Thriller,,,
tt0102395,Mannequin 2: On the Move ,1991,,Comedy|Fantasy|Romance,,,
tt0102587,Only Yesterday ,Omohide poro poro ,,Animation|Drama,,,
tt0102609,Other People's Money ,1991,,Comedy|Drama|Romance,,,
tt0102744,Quigley Down Under ,1990,,Adventure|Drama|Western,,,
tt0103516,Prime Suspect 2 ,1992,,Crime|Drama|Mystery|Romance|Thriller,,,
tt0103923,Captain America ,1990,,Action|Fantasy|Sci-Fi|Thriller|War,,,
tt0103950,City Hunter ,Sing si lip yan ,,Action|Comedy|Romance,,,
tt0104652,Porco Rosso ,Crimson Pig ,,Adventure|Animation|Comedy|Fantasy|Romance,,,
tt0104663,Stolen Children ,Ladro di bambini, Il ,,Drama,,,
tt0104670,Ladybugs ,1992,,Comedy,,,
tt0104802,Mambo Kings, The ,1992,,Drama|Musical,,,
tt0105391,Shining Through ,1992,,Drama|Romance|Thriller|War,,,
tt0105402,Sidekicks ,1992,,Action|Adventure|Children|Comedy,,,
tt0105682,Heart in Winter, A ,Un coeur en hiver ,,Drama|Romance,,,
tt0105764,Visions of Light: The Art of Cinematography ,1992,,Documentary,,,
tt0106341,Bad Boy Bubby ,1993,,Drama,,,
tt0106356,Barbarians at the Gate ,1993,,Drama,,,
tt0106950,Fortress ,1992,,Action|Sci-Fi,,,
tt0107612,Mr. Nanny ,1993,,Action|Children|Comedy,,,
tt0108170,Snapper, The ,1993,,Comedy|Drama,,,
tt0108188,Sonatine ,Sonachine ,,Action|Comedy|Crime|Drama,,,
tt0108941,Stand, The ,1994,,Adventure|Drama|Fantasy|Horror|Sci-Fi,,,
tt0109552,Darkman II: Return of Durant, The ,1995,,Action|Crime|Horror,,,
tt0109838,Freaked ,1993,,Comedy|Sci-Fi,,,
tt0110200,Fist of Legend ,Jing wu ying xiong ,,Action|Drama,,,
tt0110442,Major League II ,1994,,Comedy,,,
tt0110612,My Father the Hero ,1994,,Comedy|Romance,,,
tt0110917,Pure Formality, A ,Pura formalità, Una ,,Crime|Film-Noir|Mystery|Thriller,,,
tt0112040,Langoliers, The ,1995,,Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,,,
tt0113556,Last Wedding, The ,Kivenpyörittäjän kylä ,,Comedy|Drama,,,
tt0113617,Last of the Dogmen ,1995,,Adventure|Western,,,
tt0113824,Whisper of the Heart ,Mimi wo sumaseba ,,Animation|Drama|Romance,,,
tt0114563,Street Fighter II: The Animated Movie ,Sutorîto Faitâ II gekijô-ban ,,Action|Animation,,,
tt0115940,Summer's Tale, A ,Conte d'été ,,Comedy|Drama|Romance,,,
tt0116835,Late Shift, The ,1996,,Comedy,,,
tt0117407,Pusher ,1996,,Crime|Thriller,,,
tt0118308,Emma ,1996,,Romance,,,
tt0118760,Boxer, The ,1997,,Drama|Thriller,,,
tt0119237,Gummo ,1997,,Drama,,,
tt0119794,Nirvana ,1997,,Action|Sci-Fi,,,
tt0120131,Lion King II: Simba's Pride, The ,1998,,Adventure|Animation|Children|Musical|Romance,,,
tt0120570,From the Earth to the Moon ,1998,,Action|Documentary|Drama|Thriller,,,
tt0120604,Beowulf ,1999,,Action|Horror|Sci-Fi,,,
tt0120801,RKO 281 ,1999,,Drama,,,
tt0120860,From Dusk Till Dawn 2: Texas Blood Money ,1999,,Comedy|Crime|Horror,,,
tt0123865,Gia ,1998,,Drama|Romance,,,
tt0124901,Thursday ,1998,,Action|Crime|Thriller,,,
tt0127357,Who Am I? ,Wo shi shei ,,Action|Adventure|Comedy|Sci-Fi|Thriller,,,
tt0130414,Merlin ,1998,,Action|Adventure|Drama|Fantasy|Romance,,,
tt0145600,Brave New World ,1998,,Sci-Fi,,,
tt0146402,Addams Family Reunion ,1998,,Children|Comedy|Fantasy,,,
tt0158131,Purgatory ,1999,,Fantasy|Western,,,
tt0161292,Bleeder ,1999,,Drama|Thriller,,,
tt0164961,Dark Portals: The Chronicles of Vidocq  ,Vidocq ,,Action|Crime|Fantasy,,,
tt0165662,Candyman 3: Day of the Dead ,1999,,Horror,,,
tt0169590,Batman/Superman Movie, The ,1998,,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,,,
tt0169858,Neon Genesis Evangelion: The End of Evangelion ,Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni ,,Action|Animation|Drama|Fantasy|Sci-Fi,,,
tt0177262,Style Wars ,1983,,Documentary,,,
tt0177858,In July ,Im Juli ,,Comedy|Romance,,,
tt0181627,Kirikou and the Sorceress ,Kirikou et la sorcière ,,Adventure|Animation|Children|Fantasy,,,
tt0183869,Taxi 2 ,2000,,Action|Comedy,,,
tt0206036,If These Walls Could Talk 2 ,2000,,Drama|Romance,,,
tt0207275,10th Kingdom, The ,2000,,Adventure|Comedy|Fantasy,,,
tt0209463,Wind Will Carry Us, The ,Bad ma ra khahad bord ,,Drama,,,
tt0212712,2046,2004,,Drama|Fantasy|Romance|Sci-Fi,,,
tt0230025,Bartleby ,2001,,Comedy|Drama,,,
tt0233298,Batman Beyond: Return of the Joker ,2000,,Action|Animation|Crime|Sci-Fi|Thriller,,,
tt0235198,Audition ,Ôdishon ,,Drama|Horror|Mystery|Romance|Thriller,,,
tt0235618,Nine Lives of Tomas Katz, The ,2000,,Comedy|Drama|Fantasy,,,
tt0239655,Monday ,2000,,Action|Comedy|Crime|Fantasy|Thriller,,,
tt0239894,Paradise Lost 2: Revelations ,2000,,Documentary,,,
tt0250223,Asterix & Obelix: Mission Cleopatra ,Astérix & Obélix: Mission Cléopâtre ,,Adventure|Comedy|Fantasy,,,
tt0250440,Daria: Is It Fall Yet? ,2000,,Animation|Comedy,,,
tt0250491,Late Night Shopping ,2001,,Comedy,,,
tt0250934,61* ,2001,,Drama,,,
tt0260991,Joint Security Area ,Gongdong gyeongbi guyeok JSA ,,Crime|Drama|Mystery|Thriller|War,,,
tt0265651,Ripley's Game ,2002,,Drama|Thriller,,,
tt0269389,Jalla! Jalla! ,2000,,Comedy|Drama|Romance,,,
tt0270688,Teknolust ,2002,,Comedy|Drama|Romance|Sci-Fi,,,
tt0271946,Accidental Spy, The ,Dak miu mai shing ,,Action|Comedy|Thriller,,,
tt0273517,Darkness ,2002,,Horror|Mystery,,,
tt0275230,Blood: The Last Vampire ,2000,,Action|Animation|Horror,,,
tt0276830,Blueberry ,2004,,Adventure|Western,,,
tt0283877,American Psycho II: All American Girl ,2002,,Comedy|Crime|Horror|Mystery|Thriller,,,
tt0284837,Ali G Indahouse ,2002,,Comedy,,,
tt0285005,Dead or Alive 2: Tôbôsha ,2000,,Action|Crime|Thriller,,,
tt0285492,Cube 2: Hypercube ,2002,,Horror|Mystery|Sci-Fi,,,
tt0286751,Pulse ,Kairo ,,Horror|Mystery|Thriller,,,
tt0290661,Dog Days ,Hundstage ,,Drama,,,
tt0293715,My Sassy Girl ,Yeopgijeogin geunyeo ,,Comedy|Romance,,,
tt0298482,Nothing ,2003,,Comedy|Fantasy|Mystery|Sci-Fi,,,
tt0298504,Undertaking Betty ,Plots with a View ,,Comedy|Romance,,,
tt0301167,Dead or Alive: Final ,2002,,Comedy|Crime|Drama|Sci-Fi|Thriller,,,
tt0302585,Fubar ,2002,,Comedy,,,
tt0304262,Happiness of the Katakuris, The ,Katakuri-ke no kôfuku ,,Comedy|Horror|Musical,,,
tt0308152,Dead End ,2003,,Comedy|Horror|Mystery|Thriller,,,
tt0310775,Sympathy for Mr. Vengeance ,Boksuneun naui geot ,,Crime|Drama,,,
tt0311361,Jesus Christ Vampire Hunter ,2001,,Action|Comedy|Horror|Musical,,,
tt0312843,Suicide Club ,Jisatsu saakuru ,,Horror|Mystery|Thriller,,,
tt0314979,Battlestar Galactica ,2003,,Drama|Sci-Fi|War,,,
tt0318081,Sound of Thunder, A ,2005,,Action|Adventure|Drama|Sci-Fi|Thriller,,,
tt0318403,Lion King 1½, The ,2004,,Adventure|Animation|Children|Comedy,,,
tt0320193,Oasis ,2002,,Drama|Romance,,,
tt0323807,Remember Me ,Ricordati di me ,,Comedy|Drama|Romance,,,
tt0328832,Animatrix, The ,2003,,Action|Animation|Drama|Sci-Fi,,,
tt0330099,Brown Bunny, The ,2003,,Drama,,,
tt0330500,Ju-on: The Curse ,2000,,Horror,,,
tt0331811,0,468055555555556,2003,,Comedy|Crime|Drama|Mystery|Thriller,,,
tt0334541,Tremors 4: The Legend Begins ,2004,,Action|Comedy|Horror|Sci-Fi|Thriller|Western,,,
tt0334965,Bring It On Again ,2004,,Comedy,,,
tt0337103,Crimson Rivers 2: Angels of the Apocalypse ,Rivières pourpres II - Les anges de l'apocalypse, Les ,,Action|Crime|Thriller,,,
tt0337824,And Starring Pancho Villa as Himself ,2003,,Action|Comedy|Drama|War,,,
tt0337930,Nicotina ,2003,,Action|Comedy|Drama,,,
tt0338763,Battle Royale 2: Requiem ,Batoru rowaiaru II: Chinkonka ,,Action|Drama|Thriller|War,,,
tt0339135,In Hell ,2003,,Action|Drama|Thriller,,,
tt0339291,Lemony Snicket's A Series of Unfortunate Events ,2004,,Adventure|Children|Comedy|Fantasy,,,
tt0340477,Helen of Troy ,2003,,Action|Adventure|Drama|Romance,,,
tt0342492,Green Butchers, The ,Grønne slagtere, De ,,Comedy|Crime|Drama|Romance,,,
tt0344510,Very Long Engagement, A ,Un long dimanche de fiançailles ,,Drama|Mystery|Romance|War,,,
tt0345549,Last Life in the Universe ,Ruang rak noi nid mahasan ,,Drama|Romance,,,
tt0347246,Ghost in the Shell 2: Innocence ,a.k.a. Innocence ,,Action|Animation|Drama|Sci-Fi|Thriller,,,
tt0347618,Cat Returns, The ,Neko no ongaeshi ,,Adventure|Animation|Children|Fantasy,,,
tt0351817,Twilight Samurai, The ,Tasogare Seibei ,,Drama|Romance,,,
tt0352343,Facing Windows ,Finestra di fronte, La ,,Drama|Romance,,,
tt0353489,Ginger Snaps: Unleashed ,2004,,Horror|Thriller,,,
tt0355987,'Salem's Lot ,2004,,Drama|Horror|Mystery|Thriller,,,
tt0361462,Comic Book: The Movie ,2004,,Comedy,,,
tt0363532,Intimate Strangers ,Confidences trop intimes ,,Drama,,,
tt0363579,Down to the Bone ,2004,,Drama,,,
tt0364385,Ju-on: The Grudge ,2002,,Horror,,,
tt0364569,Old Boy ,2003,,Mystery|Thriller,,,
tt0365190,Red Lights ,Feux rouges ,,Drama,,,
tt0365265,Ginger Snaps Back: The Beginning ,2004,,Fantasy|Horror,,,
tt0366292,One Missed Call ,Chakushin ari ,,Horror|Mystery,,,
tt0366627,Jacket, The ,2005,,Drama|Mystery|Sci-Fi|Thriller,,,
tt0366777,Millions ,2004,,Children|Comedy|Crime|Drama|Fantasy,,,
tt0367093,Starship Troopers 2: Hero of the Federation ,2004,,Action|Horror|Sci-Fi|War,,,
tt0368909,Ong-Bak: The Thai Warrior ,Ong Bak ,,Action|Thriller,,,
tt0369060,Infernal Affairs 2 ,Mou gaan dou II ,,Action|Crime|Drama|Thriller,,,
tt0369702,Sea Inside, The ,Mar adentro ,,Drama,,,
tt0371246,Spanglish ,2004,,Comedy|Drama|Romance,,,
tt0372824,Chorus, The ,Choristes, Les ,,Drama,,,
tt0373283,Saints and Soldiers ,2003,,Action|Adventure|Drama|War,,,
tt0373861,Story of the Weeping Camel, The ,Geschichte vom weinenden Kamel, Die ,,Documentary|Drama,,,
tt0373926,Interpreter, The ,2005,,Drama|Thriller,,,
tt0374102,Open Water ,2003,,Drama|Thriller,,,
tt0374277,Touch of Pink ,2004,,Comedy|Drama|Romance,,,
tt0375073,Slasher ,2004,,Documentary,,,
tt0375104,Bobby Jones, Stroke of Genius ,2004,,Drama,,,
tt0375912,Layer Cake ,2004,,Crime|Drama|Thriller,,,
tt0376968,Return, The ,Vozvrashcheniye ,,Drama,,,
tt0377062,Flight of the Phoenix ,2004,,Action|Adventure,,,
tt0377091,Mean Creek ,2004,,Drama|Thriller,,,
tt0377109,Ring Two, The ,2005,,Drama|Horror|Mystery|Thriller,,,
tt0379225,Corporation, The ,2003,,Documentary,,,
tt0379593,Yes Men, The ,2003,,Documentary,,,
tt0384819,Azumi ,2003,,Action|Adventure|Drama|Thriller,,,
tt0385017,In My Father's Den ,2004,,Drama,,,
tt0386064,Tae Guk Gi: The Brotherhood of War ,Taegukgi hwinalrimyeo ,,Action|Drama|War,,,
tt0387412,Metallica: Some Kind of Monster ,2004,,Documentary,,,
tt0388789,Born into Brothels ,2004,,Documentary,,,
tt0388888,DiG! ,2004,,Documentary,,,
tt0389326,Riding Giants ,2004,,Documentary,,,
tt0399877,What the #$*! Do We Know!? ,a.k.a. What the Bleep Do We Know!? ,,Comedy|Documentary|Drama,,,
tt0405296,Scanner Darkly, A ,2006,,Animation|Drama|Mystery|Sci-Fi|Thriller,,,
tt0405821,Casshern ,2004,,Action|Drama|Fantasy|Sci-Fi,,,
tt0418038,Outfoxed: Rupert Murdoch's War on Journalism ,2004,,Documentary,,,
tt0405159,Million Dollar Baby ,2004,,Drama,,,
tt0361668,Gozu ,Gokudô kyôfu dai-gekijô: Gozu ,,Comedy|Crime|Drama|Horror|Mystery,,,
tt0395169,Hotel Rwanda ,2004,,Drama|War,,,
tt0367594,Charlie and the Chocolate Factory ,2005,,Adventure|Children|Comedy|Fantasy|IMAX,,,
tt0423866,3-Iron ,Bin-jip ,,Drama|Romance,,,
tt0362270,Life Aquatic with Steve Zissou, The ,2004,,Adventure|Comedy|Fantasy,,,
tt0338751,Aviator, The ,2004,,Drama,,,
tt0293508,Phantom of the Opera, The ,2004,,Drama|Musical|Romance,,,
tt0363473,Beyond the Sea ,2004,,Drama|Musical,,,
tt0361127,Woodsman, The ,2004,,Drama,,,
tt0385267,In Good Company ,2004,,Comedy|Drama,,,
tt0290002,Meet the Fockers ,2004,,Comedy,,,
tt0364961,Assassination of Richard Nixon, The ,2004,,Crime|Drama|Thriller,,,
tt0369672,Love Song for Bobby Long, A ,2004,,Drama,,,
tt0379889,Merchant of Venice, The ,2004,,Drama,,,
tt0396592,Fat Albert ,2004,,Comedy|Fantasy,,,
tt0345032,Keys to the House, The ,Chiavi di casa, Le ,,Drama,,,
tt0390123,In the Realms of the Unreal ,2004,,Animation|Documentary,,,
tt0375210,White Noise ,2005,,Drama|Horror|Mystery|Sci-Fi|Thriller,,,
tt0365885,Upside of Anger, The ,2005,,Comedy|Drama|Romance,,,
tt0081063,Little Miss Marker ,1980,,Comedy|Drama,,,
tt0092035,Sweet Liberty ,1986,,Comedy,,,
tt0040458,I Remember Mama ,0,,Children|Drama,,,
tt0090037,Smooth Talk ,1985,,Drama|Romance,,,
tt0098042,Out Cold ,1989,,Comedy|Thriller,,,
tt0104804,Man Trouble ,1992,,Comedy|Romance,,,
tt0070246,Battles Without Honor & Humanity ,Jingi naki tatakai ,,Crime|Drama,,,
tt0326208,Stander ,2003,,Action|Crime|Drama,,,
tt0373024,Imaginary Heroes ,2004,,Comedy|Drama,,,
tt0034167,Sergeant York ,0,,Drama|War,,,
tt0310203,Ruby & Quentin ,Tais-toi! ,,Comedy|Crime,,,
tt0076929,Wizards ,1977,,Animation|Fantasy|Sci-Fi|War,,,
tt0352520,Life and Death of Peter Sellers, The ,2004,,Comedy|Drama,,,
tt0401233,Appleseed ,Appurushîdo ,,Action|Animation|Fantasy|Sci-Fi,,,
tt0076363,Many Adventures of Winnie the Pooh, The ,1977,,Animation|Children|Musical,,,
tt0357277,Elektra ,2005,,Action|Adventure|Crime|Drama,,,
tt0376105,Racing Stripes ,2005,,Children|Comedy,,,
tt0393162,Coach Carter ,2005,,Drama,,,
tt0029942,Boys Town ,0,,Drama,,,
tt0026421,Gold Diggers of 1935 ,0,,Comedy|Musical,,,
tt0054248,Rocco and His Brothers ,Rocco e i suoi fratelli ,,Crime|Drama,,,
tt0353969,Memories of Murder ,Salinui chueok ,,Crime|Drama|Mystery|Thriller,,,
tt0109402,Chase, The ,1994,,Action|Adventure|Comedy|Crime|Romance|Thriller,,,
tt0363163,Downfall ,Untergang, Der ,,Drama|War,,,
tt0398712,Assault on Precinct 13 ,2005,,Action|Crime|Drama|Thriller,,,
tt0368578,Are We There Yet? ,2005,,Children|Comedy,,,
tt0369226,Alone in the Dark ,2005,,Action|Horror|Sci-Fi|Thriller,,,
tt0382077,Hide and Seek ,2005,,Horror|Mystery|Thriller,,,
tt0357507,Boogeyman ,2005,,Drama|Horror|Mystery|Thriller,,,
tt0372532,Wedding Date, The ,2005,,Comedy|Romance,,,
tt0417791,Rory O'Shea Was Here ,Inside I'm Dancing ,,Drama,,,
tt0408664,Nobody Knows ,Dare mo shiranai ,,Drama,,,
tt0362590,Employee of the Month ,2004,,Comedy|Drama,,,
tt0079095,Marriage of Maria Braun, The ,Ehe der Maria Braun, Die ,,Drama,,,
tt0054407,Trou, Le ,Hole, The ,,Crime|Film-Noir,,,
tt0106761,Double Dragon ,1994,,Action|Adventure|Sci-Fi,,,
tt0046451,Hands Off the Loot ,Touchez pas au grisbi ,,Crime|Drama|Thriller,,,
tt0363290,Purple Butterfly ,Zi hudie ,,Drama,,,
tt0054847,El Cid ,0,,Action|Adventure|Drama|Romance|War,,,
tt0347149,Howl's Moving Castle ,Hauru no ugoku shiro ,,Adventure|Animation|Fantasy|Romance,,,
tt0348121,Steamboy ,Suchîmubôi ,,Action|Animation|Drama|Sci-Fi,,,
tt0184526,Gorgeous ,Boh lee chun ,,Action|Comedy|Romance,,,
tt0386588,Hitch ,2005,,Comedy|Romance,,,
tt0327210,Uncle Nino ,2003,,Comedy,,,
tt0361411,Bride & Prejudice ,2004,,Comedy|Musical|Romance,,,
tt0360486,Constantine ,2005,,Action|Fantasy|Horror|Thriller,,,
tt0362165,Son of the Mask ,2005,,Adventure|Children|Comedy|Fantasy,,,
tt0317132,Because of Winn-Dixie ,2005,,Children|Comedy|Drama,,,
tt0424227,Turtles Can Fly ,Lakposhtha hâm parvaz mikonand ,,Drama|War,,,
tt0058997,Bunny Lake Is Missing ,0,,Mystery|Thriller,,,
tt0403358,Night Watch ,Nochnoy dozor ,,Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller,,,
tt0024601,Sons of the Desert ,0,,Comedy,,,
tt0331933,Man of the House ,2005,,Action|Comedy,,,
tt0373074,Kung Fu Hustle ,Gong fu ,,Action|Comedy,,,
tt0288330,Zelary ,2003,,Drama|Romance,,,
tt0104139,Dr. Giggles ,1992,,Comedy|Horror,,,
tt0075194,Seven-Per-Cent Solution, The ,1976,,Adventure|Comedy|Crime|Drama|Mystery|Thriller,,,
tt0072281,Three Musketeers, The ,1973,,Action|Adventure|Comedy,,,
tt0073639,Royal Flash ,1975,,Adventure|Comedy|Romance,,,
tt0373981,Control ,Kontroll ,,Comedy|Crime|Drama|Mystery,,,
tt0039417,Germany Year Zero ,Germania anno zero ,,Drama|War,,,
tt0422093,Tyler Perry's Diary of a Mad Black Woman ,2005,,Comedy|Drama|Romance,,,
tt0257516,Cursed ,2005,,Horror|Thriller,,,
