id,weight,movieid_id
5031,7,tt0101635
5032,7,tt0102202
5033,7,tt1028532
5034,7,tt0102898
5035,7,tt0103939
5036,7,tt1039652
5037,7,tt0104114
5038,7,tt0104695
5039,7,tt0106408
5040,7,tt0106936
5041,7,tt1075417
5042,7,tt0108327
5043,7,tt0109340
5044,7,tt0110157
5045,7,tt0110480
5046,7,tt0110604
5047,7,tt0110620
5048,7,tt0111094
5049,7,tt0111237
5050,7,tt1117385
5051,7,tt0112499
5052,7,tt0112854
5053,7,tt0113280
5054,7,tt1135525
5055,7,tt0113947
5056,7,tt0114151
5057,7,tt0114788
5058,7,tt0115493
5059,7,tt0115710
5060,7,tt0116059
5061,7,tt0117357
5062,7,tt1183919
5063,7,tt0118698
5064,7,tt0118760
5065,7,tt1190536
5066,7,tt0119304
5067,7,tt0119311
5068,7,tt0119484
5069,7,tt0119509
5070,7,tt0119517
5071,7,tt0119594
5072,7,tt0119718
5073,7,tt0119908
5074,7,tt0119910
5075,7,tt0120112
5076,7,tt0120207
5077,7,tt1234654
5078,7,tt0127357
5079,7,tt0139362
5080,7,tt0140688
5081,7,tt1424797
5082,7,tt1440129
5083,7,tt1441912
5084,7,tt1486185
5085,7,tt0149723
5086,7,tt1500491
5087,7,tt0153464
5088,7,tt1623288
5089,7,tt1656190
5090,7,tt0166813
5091,7,tt1682181
5092,7,tt1687281
5093,7,tt1704573
5094,7,tt1714208
5095,7,tt1778304
5096,7,tt0180052
5097,7,tt0182000
5098,7,tt0186253
5099,7,tt0188674
5100,7,tt0019422
5101,7,tt0206917
5102,7,tt0207805
5103,7,tt2096672
5104,7,tt0210727
5105,7,tt0212579
5106,7,tt2130270
5107,7,tt2179116
5108,7,tt2265398
5109,7,tt2265534
5110,7,tt2326554
5111,7,tt2332579
5112,7,tt0024184
5113,7,tt0249380
5114,7,tt0025164
5115,7,tt0026071
5116,7,tt0270259
5117,7,tt2771200
5118,7,tt0027996
5119,7,tt0283431
5120,7,tt0286179
5121,7,tt0286516
5122,7,tt0286947
5123,7,tt0295552
5124,7,tt0308152
5125,7,tt3097204
5126,7,tt0313443
5127,7,tt0314412
5128,7,tt0031455
5129,7,tt0031580
5130,7,tt0326208
5131,7,tt0338325
5132,7,tt0035015
5133,7,tt3569230
5134,7,tt0364930
5135,7,tt0364961
5136,7,tt0364970
5137,7,tt0036824
5138,7,tt0368794
5139,7,tt0372237
5140,7,tt0375173
5141,7,tt0037558
5142,7,tt0037638
5143,7,tt3813310
5144,7,tt0381971
5145,7,tt0387575
5146,7,tt0388556
5147,7,tt0039694
5148,7,tt0401085
5149,7,tt0040416
5150,7,tt0040806
5151,7,tt0041594
5152,7,tt0042994
5153,7,tt0435670
5154,7,tt0455596
5155,7,tt0462338
5156,7,tt4630562
5157,7,tt0046521
5158,7,tt0465502
5159,7,tt4769836
5160,7,tt0489327
5161,7,tt0050658
5162,7,tt0052027
5163,7,tt0052918
5164,7,tt0053183
5165,7,tt0054188
5166,7,tt0054743
5167,7,tt0057611
5168,7,tt5783956
5169,7,tt0057869
5170,7,tt0059903
5171,7,tt0060138
5172,7,tt0060934
5173,7,tt0060955
5174,7,tt0062759
5175,7,tt0068156
5176,7,tt0068611
5177,7,tt0071110
5178,7,tt0071222
5179,7,tt0071249
5180,7,tt0073115
5181,7,tt0076070
5182,7,tt0076137
5183,7,tt0762114
5184,7,tt0762121
5185,7,tt0076221
5186,7,tt0765476
5187,7,tt0077305
5188,7,tt0077681
5189,7,tt0081420
5190,7,tt0081696
5191,7,tt0086383
5192,7,tt0879870
5193,7.5,tt0100112
5194,7.5,tt0100114
5195,7.5,tt0102343
5196,7.5,tt0102443
5197,7.5,tt1034314
5198,7.5,tt0103671
5199,7.5,tt0105017
5200,7.5,tt0105121
5201,7.5,tt0105219
5202,7.5,tt0106223
5203,7.5,tt0106375
5204,7.5,tt0106505
5205,7.5,tt1073498
5206,7.5,tt1075747
5207,7.5,tt0109162
5208,7.5,tt0109306
5209,7.5,tt0111359
5210,7.5,tt1126590
5211,7.5,tt1146438
5212,7.5,tt1149361
5213,7.5,tt1157605
5214,7.5,tt0116259
5215,7.5,tt1166827
5216,7.5,tt1175709
5217,7.5,tt1179794
5218,7.5,tt0119107
5219,7.5,tt0119906
5220,7.5,tt0120481
5221,7.5,tt1219827
5222,7.5,tt1226681
5223,7.5,tt1229360
5224,7.5,tt1232200
5225,7.5,tt1242432
5226,7.5,tt1247640
5227,7.5,tt1260502
5228,7.5,tt0132910
5229,7.5,tt1355631
5230,7.5,tt1355683
5231,7.5,tt0142192
5232,7.5,tt0142241
5233,7.5,tt1433540
5234,7.5,tt1441326
5235,7.5,tt0149691
5236,7.5,tt1502404
5237,7.5,tt1591479
5238,7.5,tt1596365
5239,7.5,tt1602613
5240,7.5,tt1608290
5241,7.5,tt1612774
5242,7.5,tt0161860
5243,7.5,tt1619856
5244,7.5,tt1673434
5245,7.5,tt1675192
5246,7.5,tt1682180
5247,7.5,tt1694020
5248,7.5,tt1727776
5249,7.5,tt1740707
5250,7.5,tt1809398
5251,7.5,tt1853739
5252,7.5,tt1855325
5253,7.5,tt1924429
5254,7.5,tt0199314
5255,7.5,tt2017020
5256,7.5,tt0202470
5257,7.5,tt0204313
5258,7.5,tt0206636
5259,7.5,tt2109248
5260,7.5,tt2126355
5261,7.5,tt2246565
5262,7.5,tt2304771
5263,7.5,tt0233687
5264,7.5,tt0023427
5265,7.5,tt2357129
5266,7.5,tt2369135
5267,7.5,tt2370248
5268,7.5,tt2387499
5269,7.5,tt0245046
5270,7.5,tt2452386
5271,7.5,tt0246677
5272,7.5,tt0256524
5273,7.5,tt0264395
5274,7.5,tt0269389
5275,7.5,tt2724064
5276,7.5,tt0273799
5277,7.5,tt0275773
5278,7.5,tt0027630
5279,7.5,tt0285492
5280,7.5,tt0287839
5281,7.5,tt0029870
5282,7.5,tt0301470
5283,7.5,tt0302585
5284,7.5,tt3064298
5285,7.5,tt3072482
5286,7.5,tt0031225
5287,7.5,tt0316188
5288,7.5,tt3203616
5289,7.5,tt0327437
5290,7.5,tt0032762
5291,7.5,tt3322364
5292,7.5,tt3332064
5293,7.5,tt0033553
5294,7.5,tt0337876
5295,7.5,tt0338095
5296,7.5,tt3521126
5297,7.5,tt0035446
5298,7.5,tt0035896
5299,7.5,tt0363532
5300,7.5,tt0367085
5301,7.5,tt0037120
5302,7.5,tt3759416
5303,7.5,tt0377091
5304,7.5,tt0377752
5305,7.5,tt0379593
5306,7.5,tt3844362
5307,7.5,tt0038494
5308,7.5,tt0385726
5309,7.5,tt3967856
5310,7.5,tt4050552
5311,7.5,tt4073952
5312,7.5,tt0412915
5313,7.5,tt0414078
5314,7.5,tt0041414
5315,7.5,tt0420609
5316,7.5,tt0432232
5317,7.5,tt0444682
5318,7.5,tt0446046
5319,7.5,tt0452598
5320,7.5,tt0452702
5321,7.5,tt4594834
5322,7.5,tt0472181
5323,7.5,tt0473444
5324,7.5,tt0479468
5325,7.5,tt0482546
5326,7.5,tt0483726
5327,7.5,tt0048452
5328,7.5,tt0048956
5329,7.5,tt0490215
5330,7.5,tt4912910
5331,7.5,tt0498399
5332,7.5,tt0050307
5333,7.5,tt0053976
5334,7.5,tt0056291
5335,7.5,tt0056575
5336,7.5,tt0058249
5337,7.5,tt0058708
5338,7.5,tt0061101
5339,7.5,tt0006333
5340,7.5,tt0064418
5341,7.5,tt0067355
5342,7.5,tt0067824
5343,7.5,tt0070518
5344,7.5,tt0070904
5345,7.5,tt0071524
5346,7.5,tt0071746
5347,7.5,tt0074258
5348,7.5,tt0074281
5349,7.5,tt7539884
5350,7.5,tt0758794
5351,7.5,tt0076727
5352,7.5,tt0810819
5353,7.5,tt0084701
5354,7.5,tt0860907
5355,8,tt0100685
5356,8,tt1016290
5357,8,tt1023490
5358,8,tt0102388
5359,8,tt0104299
5360,8,tt0105789
5361,8,tt0106473
5362,8,tt0106521
5363,8,tt0106966
5364,8,tt1071875
5365,8,tt0107472
5366,8,tt0107665
5367,8,tt0108323
5368,8,tt0109655
5369,8,tt0109891
5370,8,tt0110442
5371,8,tt0110588
5372,8,tt0110882
5373,8,tt0112445
5374,8,tt1125254
5375,8,tt0113026
5376,8,tt0113028
5377,8,tt0113443
5378,8,tt1144884
5379,8,tt0114736
5380,8,tt0115633
5381,8,tt0116488
5382,8,tt0117688
5383,8,tt0118523
5384,8,tt0118531
5385,8,tt1187064
5386,8,tt0118804
5387,8,tt0119123
5388,8,tt0119313
5389,8,tt1194417
5390,8,tt0120034
5391,8,tt0120458
5392,8,tt0120491
5393,8,tt0120706
5394,8,tt0120716
5395,8,tt1219342
5396,8,tt1231580
5397,8,tt0123385
5398,8,tt1253864
5399,8,tt1262416
5400,8,tt1267297
5401,8,tt1289406
5402,8,tt1326733
5403,8,tt1341188
5404,8,tt0134983
5405,8,tt1416801
5406,8,tt1435513
5407,8,tt0014429
5408,8,tt0014624
5409,8,tt1486834
5410,8,tt0151582
5411,8,tt1531663
5412,8,tt0154421
5413,8,tt1591095
5414,8,tt1606389
5415,8,tt0162973
5416,8,tt0162983
5417,8,tt0163676
5418,8,tt0164312
5419,8,tt0165832
5420,8,tt0165859
5421,8,tt0169880
5422,8,tt0171865
5423,8,tt0174852
5424,8,tt1753968
5425,8,tt1783732
5426,8,tt0180734
5427,8,tt0181627
5428,8,tt0186975
5429,8,tt0188030
5430,8,tt1883180
5431,8,tt0194218
5432,8,tt1959563
5433,8,tt2002718
5434,8,tt2006040
5435,8,tt0206420
5436,8,tt0212974
5437,8,tt0215369
5438,8,tt2245195
5439,8,tt2262227
5440,8,tt2263944
5441,8,tt0227984
5442,8,tt2294677
5443,8,tt0022958
5444,8,tt0023027
5445,8,tt0230591
5446,8,tt2334649
5447,8,tt0234829
5448,8,tt0243609
5449,8,tt0250478
5450,8,tt2567026
5451,8,tt0026174
5452,8,tt0265632
5453,8,tt2702724
5454,8,tt0270980
5455,8,tt0277909
5456,8,tt2832470
5457,8,tt2866360
5458,8,tt0288439
5459,8,tt0028944
5460,8,tt0297284
5461,8,tt0029850
5462,8,tt0309912
5463,8,tt0315824
5464,8,tt3169706
5465,8,tt0324080
5466,8,tt0326306
5467,8,tt0328099
5468,8,tt0328802
5469,8,tt0329767
5470,8,tt3355694
5471,8,tt0033836
5472,8,tt0339412
5473,8,tt0348124
5474,8,tt0035238
5475,8,tt0035567
5476,8,tt0035575
5477,8,tt0361309
5478,8,tt0036506
5479,8,tt0373861
5480,8,tt0377713
5481,8,tt3792960
5482,8,tt0038890
5483,8,tt3895884
5484,8,tt0038975
5485,8,tt4016934
5486,8,tt0402901
5487,8,tt0417001
5488,8,tt0419843
5489,8,tt0419984
5490,8,tt0422093
5491,8,tt0435623
5492,8,tt0445620
5493,8,tt0045012
5494,8,tt0045464
5495,8,tt0455782
5496,8,tt0045897
5497,8,tt4624424
5498,8,tt0046816
5499,8,tt0472027
5500,8,tt0473434
5501,8,tt0473709
5502,8,tt0478209
5503,8,tt0478304
5504,8,tt0048261
5505,8,tt0485601
5506,8,tt0492956
5507,8,tt0498353
5508,8,tt0499603
5509,8,tt5022702
5510,8,tt0051077
5511,8,tt5323662
5512,8,tt0053619
5513,8,tt0053793
5514,8,tt0055256
5515,8,tt0055895
5516,8,tt0056406
5517,8,tt0057171
5518,8,tt0059183
5519,8,tt6156350
5520,8,tt0064110
5521,8,tt0066832
5522,8,tt0067445
5523,8,tt0068638
5524,8,tt0069467
5525,8,tt0071129
5526,8,tt0071141
5527,8,tt0071455
5528,8,tt0765446
5529,8,tt0078723
5530,8,tt0078935
5531,8,tt0080057
5532,8,tt0084597
5533,8,tt0085276
5534,8.5,tt1014775
5535,8.5,tt0101701
5536,8.5,tt0101912
5537,8.5,tt0102103
5538,8.5,tt0102951
5539,8.5,tt1038686
5540,8.5,tt0103888
5541,8.5,tt0104810
5542,8.5,tt0106535
5543,8.5,tt0107843
5544,8.5,tt0108211
5545,8.5,tt1083452
5546,8.5,tt0109120
5547,8.5,tt0110008
5548,8.5,tt1111833
5549,8.5,tt0112749
5550,8.5,tt0112887
5551,8.5,tt0113010
5552,8.5,tt0113083
5553,8.5,tt0113442
5554,8.5,tt1151922
5555,8.5,tt0116344
5556,8.5,tt1164999
5557,8.5,tt0117320
5558,8.5,tt0118163
5559,8.5,tt0118540
5560,8.5,tt1213019
5561,8.5,tt1226271
5562,8.5,tt1253863
5563,8.5,tt1286130
5564,8.5,tt1316536
5565,8.5,tt0133363
5566,8.5,tt1391092
5567,8.5,tt1401143
5568,8.5,tt1439572
5569,8.5,tt0144715
5570,8.5,tt1448755
5571,8.5,tt0150230
5572,8.5,tt1506999
5573,8.5,tt1536537
5574,8.5,tt1600196
5575,8.5,tt1626146
5576,8.5,tt0165078
5577,8.5,tt1699114
5578,8.5,tt0190524
5579,8.5,tt0190861
5580,8.5,tt1937390
5581,8.5,tt1955162
5582,8.5,tt1986843
5583,8.5,tt0199626
5584,8.5,tt2033193
5585,8.5,tt0205271
5586,8.5,tt2057392
5587,8.5,tt2140619
5588,8.5,tt0218378
5589,8.5,tt0220580
5590,8.5,tt0221111
5591,8.5,tt0022286
5592,8.5,tt2396224
5593,8.5,tt2396566
5594,8.5,tt0239949
5595,8.5,tt2409302
5596,8.5,tt0244000
5597,8.5,tt0244479
5598,8.5,tt0269095
5599,8.5,tt0027260
5600,8.5,tt0282209
5601,8.5,tt0282864
5602,8.5,tt0293088
5603,8.5,tt0296166
5604,8.5,tt0299458
5605,8.5,tt0313792
5606,8.5,tt3205376
5607,8.5,tt0326977
5608,8.5,tt0330229
5609,8.5,tt0334416
5610,8.5,tt3402236
5611,8.5,tt3504048
5612,8.5,tt0035753
5613,8.5,tt0365957
5614,8.5,tt0367631
5615,8.5,tt0367652
5616,8.5,tt0369436
5617,8.5,tt0373175
5618,8.5,tt0380389
5619,8.5,tt0380609
5620,8.5,tt0386342
5621,8.5,tt0398375
5622,8.5,tt0408664
5623,8.5,tt0041498
5624,8.5,tt4176826
5625,8.5,tt0424823
5626,8.5,tt0424880
5627,8.5,tt0424934
5628,8.5,tt4257858
5629,8.5,tt4276820
5630,8.5,tt4468740
5631,8.5,tt0448075
5632,8.5,tt0452039
5633,8.5,tt0465430
5634,8.5,tt0046876
5635,8.5,tt4701546
5636,8.5,tt0479500
5637,8.5,tt0482088
5638,8.5,tt0048473
5639,8.5,tt4995790
5640,8.5,tt0049966
5641,8.5,tt0051808
5642,8.5,tt0055471
5643,8.5,tt0057091
5644,8.5,tt0060277
5645,8.5,tt0061791
5646,8.5,tt0062687
5647,8.5,tt6294822
5648,8.5,tt0064782
5649,8.5,tt0067959
5650,8.5,tt0070130
5651,8.5,tt0074811
5652,8.5,tt0074937
5653,8.5,tt0075200
5654,8.5,tt0763831
5655,8.5,tt0080437
5656,8.5,tt0811138
5657,8.5,tt0081529
5658,8.5,tt0084899
5659,8.5,tt0085750
5660,9,tt1000764
5661,9,tt1014762
5662,9,tt0101898
5663,9,tt0103956
5664,9,tt0104670
5665,9,tt0105399
5666,9,tt0105813
5667,9,tt1064932
5668,9,tt0107212
5669,9,tt0107286
5670,9,tt0107413
5671,9,tt0107756
5672,9,tt0108328
5673,9,tt0109454
5674,9,tt0111712
5675,9,tt0112602
5676,9,tt0112769
5677,9,tt1127896
5678,9,tt0113360
5679,9,tt0113416
5680,9,tt0114658
5681,9,tt0115012
5682,9,tt0115856
5683,9,tt1160368
5684,9,tt0116481
5685,9,tt0117284
5686,9,tt0117359
5687,9,tt0117398
5688,9,tt0117603
5689,9,tt0118040
5690,9,tt0120373
5691,9,tt0120414
5692,9,tt0120490
5693,9,tt0120603
5694,9,tt0120694
5695,9,tt0120722
5696,9,tt0120753
5697,9,tt0120769
5698,9,tt0120773
5699,9,tt0120823
5700,9,tt1311067
5701,9,tt0141105
5702,9,tt1450321
5703,9,tt1469304
5704,9,tt1568911
5705,9,tt1583421
5706,9,tt0160399
5707,9,tt1632547
5708,9,tt0170705
5709,9,tt0171359
5710,9,tt0184424
5711,9,tt1935859
5712,9,tt1990314
5713,9,tt0199725
5714,9,tt2011971
5715,9,tt0201840
5716,9,tt2092588
5717,9,tt0210065
5718,9,tt0213203
5719,9,tt0216800
5720,9,tt0219653
5721,9,tt2333804
5722,9,tt0240913
5723,9,tt2493486
5724,9,tt2494362
5725,9,tt0250305
5726,9,tt0259685
5727,9,tt0269347
5728,9,tt0279064
5729,9,tt0279331
5730,9,tt0284837
5731,9,tt0298408
5732,9,tt0030241
5733,9,tt0031397
5734,9,tt0318403
5735,9,tt0322589
5736,9,tt0327919
5737,9,tt0330069
5738,9,tt0331632
5739,9,tt3532216
5740,9,tt0358135
5741,9,tt0380268
5742,9,tt0039169
5743,9,tt0402894
5744,9,tt0405676
5745,9,tt0408524
5746,9,tt0410764
5747,9,tt0041094
5748,9,tt4171032
5749,9,tt0043379
5750,9,tt0043924
5751,9,tt0044829
5752,9,tt4540710
5753,9,tt0469754
5754,9,tt0480255
5755,9,tt0048445
5756,9,tt0490084
5757,9,tt0049513
5758,9,tt0495241
5759,9,tt0054167
5760,9,tt0055913
5761,9,tt0056119
5762,9,tt5613056
5763,9,tt0056687
5764,9,tt0058213
5765,9,tt5895028
5766,9,tt0060668
5767,9,tt0063759
5768,9,tt0071615
5769,9,tt0077523
5770,9,tt0775489
5771,9,tt0078158
5772,9,tt0811136
5773,9,tt0814075
5774,9,tt0081846
5775,9,tt0822847
5776,9,tt0083190
5777,9,tt0083557
5778,9,tt0083806
5779,9,tt0089961
5780,9.5,tt0100475
5781,9.5,tt0100944
5782,9.5,tt0102558
5783,9.5,tt0102598
5784,9.5,tt1027718
5785,9.5,tt0107438
5786,9.5,tt0107983
5787,9.5,tt0108473
5788,9.5,tt0110399
5789,9.5,tt0111001
5790,9.5,tt1132626
5791,9.5,tt0113303
5792,9.5,tt0114928
5793,9.5,tt1151359
5794,9.5,tt0118414
5795,9.5,tt0118564
5796,9.5,tt0118570
5797,9.5,tt1187043
5798,9.5,tt0118845
5799,9.5,tt0119237
5800,9.5,tt0120662
5801,9.5,tt1216475
5802,9.5,tt1217613
5803,9.5,tt1322312
5804,9.5,tt0150216
5805,9.5,tt0150742
5806,9.5,tt1509767
5807,9.5,tt1559549
5808,9.5,tt1568338
5809,9.5,tt1592525
5810,9.5,tt0159272
5811,9.5,tt1628841
5812,9.5,tt1640459
5813,9.5,tt1665071
5814,9.5,tt1672218
5815,9.5,tt1703199
5816,9.5,tt0181151
5817,9.5,tt1966604
5818,9.5,tt1985019
5819,9.5,tt2017561
5820,9.5,tt0204709
5821,9.5,tt2084989
5822,9.5,tt0210234
5823,9.5,tt0211443
5824,9.5,tt0213790
5825,9.5,tt0214730
5826,9.5,tt0220099
5827,9.5,tt0250081
5828,9.5,tt0258038
5829,9.5,tt0026138
5830,9.5,tt0264150
5831,9.5,tt2649554
5832,9.5,tt2654430
5833,9.5,tt0279781
5834,9.5,tt0285462
5835,9.5,tt0028597
5836,9.5,tt0296310
5837,9.5,tt0298744
5838,9.5,tt0302674
5839,9.5,tt0313911
5840,9.5,tt0031398
5841,9.5,tt0317132
5842,9.5,tt0326905
5843,9.5,tt0346336
5844,9.5,tt0361467
5845,9.5,tt0361668
5846,9.5,tt0365885
5847,9.5,tt0369672
5848,9.5,tt0374463
5849,9.5,tt0379865
5850,9.5,tt0380510
5851,9.5,tt0387412
5852,9.5,tt0388139
5853,9.5,tt0400497
5854,9.5,tt0404364
5855,9.5,tt0419677
5856,9.5,tt0424565
5857,9.5,tt0425598
5858,9.5,tt0465624
5859,9.5,tt0470765
5860,9.5,tt0048021
5861,9.5,tt0482606
5862,9.5,tt0489237
5863,9.5,tt0052572
5864,9.5,tt0056931
5865,9.5,tt0061177
5866,9.5,tt0062136
5867,9.5,tt0067756
5868,9.5,tt0068519
5869,9.5,tt0074512
5870,9.5,tt0075572
5871,9.5,tt0078718
5872,9.5,tt0079261
5873,9.5,tt0082783
5874,9.5,tt0083284
5875,9.5,tt0085478
5876,9.5,tt0086320
5877,9.5,tt0088414
5878,10,tt0101465
5879,10,tt0102757
5880,10,tt0103112
5881,10,tt0103791
5882,10,tt0104009
5883,10,tt0104756
5884,10,tt0105165
5885,10,tt0105378
5886,10,tt0107473
5887,10,tt1078940
5888,10,tt0107985
5889,10,tt0108330
5890,10,tt0109369
5891,10,tt0109781
5892,10,tt0110299
5893,10,tt0110353
5894,10,tt0110364
5895,10,tt0111194
5896,10,tt0111333
5897,10,tt0112342
5898,10,tt0112541
5899,10,tt0112744
5900,10,tt0113283
5901,10,tt0115645
5902,10,tt0116410
5903,10,tt0116508
5904,10,tt0117104
5905,10,tt0117768
5906,10,tt1185416
5907,10,tt0118966
5908,10,tt1191111
5909,10,tt1195478
5910,10,tt0119632
5911,10,tt0119695
5912,10,tt0119809
5913,10,tt0120036
5914,10,tt0120577
5915,10,tt0120696
5916,10,tt0120834
5917,10,tt0122529
5918,10,tt0124295
5919,10,tt0124595
5920,10,tt1321870
5921,10,tt1365519
5922,10,tt1430626
5923,10,tt0145653
5924,10,tt0146455
5925,10,tt0149367
5926,10,tt1517260
5927,10,tt0154443
5928,10,tt1571249
5929,10,tt1618442
5930,10,tt0165773
5931,10,tt1758795
5932,10,tt0192111
5933,10,tt0019760
5934,10,tt0206963
5935,10,tt2172985
5936,10,tt2281587
5937,10,tt0023245
5938,10,tt0233044
5939,10,tt0265651
5940,10,tt0271219
5941,10,tt0278731
5942,10,tt0279889
5943,10,tt2823054
5944,10,tt0282698
5945,10,tt0283139
5946,10,tt0028988
5947,10,tt0295289
5948,10,tt0303361
5949,10,tt0309377
5950,10,tt0310357
5951,10,tt0313670
5952,10,tt0318761
5953,10,tt0324554
5954,10,tt0329774
5955,10,tt3553442
5956,10,tt0369735
5957,10,tt0040308
5958,10,tt4062536
5959,10,tt0413895
5960,10,tt0041546
5961,10,tt0419887
5962,10,tt0420251
5963,10,tt0423409
5964,10,tt0438205
5965,10,tt0443295
5966,10,tt0462465
5967,10,tt0462504
5968,10,tt0047892
5969,10,tt4925292
5970,10,tt0053085
5971,10,tt0055304
5972,10,tt5580036
5973,10,tt0067128
5974,10,tt0072288
5975,10,tt0074718
5976,10,tt0074899
5977,10,tt0076489
5978,10,tt0813547
5979,10,tt0844330
5980,10,tt0085919
5981,10,tt0086154
5982,10.5,tt0101316
5983,10.5,tt1017460
5984,10.5,tt0102456
5985,10.5,tt1024715
5986,10.5,tt0102517
5987,10.5,tt0102719
5988,10.5,tt1032856
5989,10.5,tt0105104
5990,10.5,tt0105643
5991,10.5,tt0107630
5992,10.5,tt1117563
5993,10.5,tt0116311
5994,10.5,tt0119448
5995,10.5,tt0119592
5996,10.5,tt1197628
5997,10.5,tt0120764
5998,10.5,tt1233227
5999,10.5,tt1333125
6000,10.5,tt1390411
6001,10.5,tt1440728
6002,10.5,tt1502712
6003,10.5,tt1605630
6004,10.5,tt0164114
6005,10.5,tt1646987
6006,10.5,tt0017075
6007,10.5,tt1711525
6008,10.5,tt0176269
6009,10.5,tt0179098
6010,10.5,tt0179116
6011,10.5,tt1800246
6012,10.5,tt0188640
6013,10.5,tt2091935
6014,10.5,tt2209418
6015,10.5,tt0233298
6016,10.5,tt2333784
6017,10.5,tt0234354
6018,10.5,tt2358891
6019,10.5,tt0236348
6020,10.5,tt2404311
6021,10.5,tt0241025
6022,10.5,tt0252299
6023,10.5,tt0259288
6024,10.5,tt0266860
6025,10.5,tt0267287
6026,10.5,tt0290145
6027,10.5,tt0029606
6028,10.5,tt0300140
6029,10.5,tt0306685
6030,10.5,tt0312528
6031,10.5,tt0314725
6032,10.5,tt0031885
6033,10.5,tt0319524
6034,10.5,tt0031971
6035,10.5,tt0342275
6036,10.5,tt0035211
6037,10.5,tt3531824
6038,10.5,tt0360009
6039,10.5,tt3672742
6040,10.5,tt0367959
6041,10.5,tt0380599
6042,10.5,tt0408985
6043,10.5,tt0411272
6044,10.5,tt0042619
6045,10.5,tt0432291
6046,10.5,tt0436727
6047,10.5,tt0443496
6048,10.5,tt0045888
6049,10.5,tt0046438
6050,10.5,tt0046487
6051,10.5,tt0473753
6052,10.5,tt0477071
6053,10.5,tt0478134
6054,10.5,tt0059557
6055,10.5,tt0065531
6056,10.5,tt0076257
6057,10.5,tt0078872
6058,10.5,tt0080549
6059,10.5,tt0083624
6060,10.5,tt0860906
6061,11,tt0100135
6062,11,tt0100740
6063,11,tt0101020
6064,11,tt0101917
6065,11,tt0103129
6066,11,tt0109913
6067,11,tt1117666
6068,11,tt1130080
6069,11,tt0113362
6070,11,tt0113967
6071,11,tt0114296
6072,11,tt0115676
6073,11,tt0116041
6074,11,tt0116353
6075,11,tt0116745
6076,11,tt0117093
6077,11,tt0118002
6078,11,tt0119086
6079,11,tt0119670
6080,11,tt0119731
6081,11,tt0119994
6082,11,tt0120265
6083,11,tt0120510
6084,11,tt0120731
6085,11,tt0121804
6086,11,tt1222817
6087,11,tt1230414
6088,11,tt1235841
6089,11,tt1245112
6090,11,tt1291150
6091,11,tt1320261
6092,11,tt1336608
6093,11,tt1351685
6094,11,tt0139668
6095,11,tt0144814
6096,11,tt1569923
6097,11,tt0158371
6098,11,tt1584016
6099,11,tt0162866
6100,11,tt1649419
6101,11,tt1657299
6102,11,tt1672723
6103,11,tt1716772
6104,11,tt1720616
6105,11,tt0192071
6106,11,tt0199683
6107,11,tt2175842
6108,11,tt0219405
6109,11,tt0023042
6110,11,tt0235327
6111,11,tt0237539
6112,11,tt0240402
6113,11,tt0025452
6114,11,tt0267891
6115,11,tt0286261
6116,11,tt0289408
6117,11,tt0031385
6118,11,tt0314498
6119,11,tt0323033
6120,11,tt0323872
6121,11,tt0326856
6122,11,tt0329388
6123,11,tt0032943
6124,11,tt0033045
6125,11,tt0338188
6126,11,tt0342272
6127,11,tt3450650
6128,11,tt0350028
6129,11,tt0035140
6130,11,tt0364343
6131,11,tt0368226
6132,11,tt0038854
6133,11,tt0397065
6134,11,tt0400525
6135,11,tt0401445
6136,11,tt4046784
6137,11,tt4048272
6138,11,tt0418773
6139,11,tt0042041
6140,11,tt0042208
6141,11,tt0424129
6142,11,tt0433416
6143,11,tt0044837
6144,11,tt0050814
6145,11,tt5095030
6146,11,tt0052722
6147,11,tt0053221
6148,11,tt0056241
6149,11,tt0058092
6150,11,tt0060522
6151,11,tt0061655
6152,11,tt0062737
6153,11,tt0065777
6154,11,tt6644200
6155,11,tt0071910
6156,11,tt0072856
6157,11,tt0072901
6158,11,tt0073012
6159,11,tt0073650
6160,11,tt0075223
6161,11,tt0076578
6162,11,tt0077355
6163,11,tt0077405
6164,11,tt0078875
6165,11,tt0081748
6166,11,tt0088760
6167,11.5,tt0101846
6168,11.5,tt0107387
6169,11.5,tt0113799
6170,11.5,tt1172570
6171,11.5,tt0118926
6172,11.5,tt0118956
6173,11.5,tt1287845
6174,11.5,tt1315981
6175,11.5,tt1321969
6176,11.5,tt0143861
6177,11.5,tt1474276
6178,11.5,tt0150915
6179,11.5,tt1567609
6180,11.5,tt0184907
6181,11.5,tt1860213
6182,11.5,tt2024432
6183,11.5,tt0208990
6184,11.5,tt2112281
6185,11.5,tt2239822
6186,11.5,tt0234288
6187,11.5,tt2387559
6188,11.5,tt2510894
6189,11.5,tt2637294
6190,11.5,tt2669336
6191,11.5,tt2692904
6192,11.5,tt0273982
6193,11.5,tt2798920
6194,11.5,tt0280486
6195,11.5,tt0280653
6196,11.5,tt0283832
6197,11.5,tt0285441
6198,11.5,tt2884206
6199,11.5,tt0030287
6200,11.5,tt0303353
6201,11.5,tt0304669
6202,11.5,tt0305669
6203,11.5,tt3062096
6204,11.5,tt0308055
6205,11.5,tt0030993
6206,11.5,tt0325258
6207,11.5,tt0033922
6208,11.5,tt0340468
6209,11.5,tt0034167
